"","pcs_sicore","X","offre","fonction","offre_clean","sect","siren","fap2009_detaillee","fap2009_inter","fap2009_agreg"
"12926","623g",34745,"Fraiseur cn (H/F)","Production/Opérations","fraiseur","Industrie/Environnement",414080325,"D1Z41","D1Z","D"
"12927","623g",4030,"Tourneur Fraiseur Commandes Numériques (H/F)","Etudes/Recherches/Ingénieries","fraiseur commandes numeriques","Industrie/Environnement",422169979,"D1Z41","D1Z","D"
"12928","623g",39844,"Tourneurs/fraiseurs (H/F)","","tourneurs fraiseurs","Industrie/Environnement",300154374,"D1Z41","D1Z","D"
"12929","623g",28530,"Tourneur fraiseur (f/h) (H/F)","","fraiseur","",433999356,"D1Z41","D1Z","D"
"12930","623g",32311,"Mecanique general (H/F)","Ouvrier/Artisan","mecanique general","Services",794435032,"D1Z41","D1Z","D"
"12931","623g",50417,"Fraiseur cn  (H/F)","Production/Opérations","fraiseur","Industrie/Environnement",433999356,"D1Z41","D1Z","D"
"12932","623g",53579,"Fraiseur commande numérique (H/F)","","fraiseur commande numerique","",519260483,"D1Z41","D1Z","D"
"12933","623g",31925,"Fraiseur sur Commande Numérique  (H/F)","","fraiseur sur commande numerique","Industrie/Environnement",415235266,"D1Z41","D1Z","D"
"12934","623g",49934,"Tourneur Fraiseur (H/F)","Production/Opérations","fraiseur","Industrie/Environnement",433999356,"D1Z41","D1Z","D"
"12935","623g",45246,"Fraiseur (H/F)","Production/Opérations","fraiseur","Industrie/Environnement",499759132,"D1Z41","D1Z","D"
"12936","623g",461,"Fraiseur (H/F)","Ouvrier/Artisan","fraiseur","Industrie/Environnement",493107791,"D1Z41","D1Z","D"
"12937","623g",51493,"Fraiseur  (H/F)","","fraiseur","Industrie/Environnement",529342503,"D1Z41","D1Z","D"
"12938","623g",32674,"Tourneur/Fraiseur (H/F)","Production/Opérations","tourneur fraiseur","Industrie/Environnement",329925010,"D1Z41","D1Z","D"
"12939","623g",3644,"Fraiseur cn (H/F)","Production/Opérations","fraiseur","Industrie/Environnement",432180107,"D1Z41","D1Z","D"
